label,message
ham,"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx"
ham,Booked ticket for pongal?
ham,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
ham,Wait . I will msg after  &lt;#&gt;  min.
ham,"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!"
ham,"I'm not smoking while people use ""wylie smokes too much"" to justify ruining my shit"
ham,"Haven't seen my facebook, huh? Lol!"
ham,You can jot down things you want to remember later.
ham,Did he just say somebody is named tampa
ham,"Dear, take care. I am just reaching home.love u a lot."
ham,Den wat will e schedule b lk on sun?
ham,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.
ham,Mm that time you dont like fun
ham,I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.
ham,"What part of ""don't initiate"" don't you understand"
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
spam,important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
spam,"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p"
ham,Love you aathi..love u lot..
spam,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16"
ham,Are you at work right now ?
ham,"Sorry, got a late start, we're on the way"
ham,Designation is software developer and may be she get chennai:)
ham,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...
ham,"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life."
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
ham,"Yeah, that's fine! It's £6 to get in, is that ok? "
ham,Hey r ü still online? I've finished the formatting...
ham,Im just wondering what your doing right now?
ham,The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?
spam,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call"
ham,HAPPY NEW YEAR MY NO.1 MAN
ham,I surely dont forgot to come:)i will always be in touch in with you:-)
ham,I remain unconvinced that this isn't an elaborate test of my willpower
ham,"Aight, can you text me the address?"
ham,He dint tell anything. He is angry on me that why you told to abi.
ham,Dad went out oredi... 
ham,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX
ham,"Oh fine, I'll be by tonight"
ham,How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.
ham,"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad"
ham,Thought praps you meant another one. Goodo! I'll look tomorrow 
ham,"What do u reckon as need 2 arrange transport if u can't do it, thanks"
ham,So wats ur opinion abt him and how abt is character?
ham,Didn't you get hep b immunisation in nigeria.
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 
ham,U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.
ham,Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!
ham,I'm meeting Darren...
ham,What happened in interview?
ham,Spoons it is then okay?
ham,What u talking bout early morning? It's almost noon where your at!
ham,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that "" &lt;#&gt;  lac crore"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m."""
ham,Haiyoh... Maybe your hamster was jealous of million
ham,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies"
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589"
spam,UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+£1.50perWKsub
ham,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...
ham,I HAVE A DATE ON SUNDAY WITH WILL!!
ham,Yeah do! Don‘t stand to close tho- you‘ll catch something!
ham,Thats cool. Where should i cum? On you or in you? :)
ham,Do have a nice day today. I love you so dearly.
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
ham,I thought slide is enough.
ham,The new deus ex game comin early next yr
spam,Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528
ham,Xy trying smth now. U eat already? We havent...
ham,"Haha get used to driving to usf man, I know a lot of stoners"
ham,Aiyah ok wat as long as got improve can already wat...
ham,I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...
ham,The bus leaves at  &lt;#&gt; 
ham,"Until 545 lor... Ya, can go 4 dinner together..."
ham,Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish 
ham,"Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo"
ham,"Haha... Sounds crazy, dunno can tahan anot..."
ham,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.
ham,Can u get pic msgs to your phone?
ham,In which place do you want da.
ham,have * good weekend.
ham,Any pain on urination any thing else?
ham,Yar else i'll thk of all sorts of funny things.
ham,If you have belive me. Come to my home.
ham,Yar lor actually we quite fast... Cos da ge slow wat... Haha...
ham,A bloo bloo bloo I'll miss the first bowl
ham,"I can. But it will tell quite long, cos i haven't finish my film yet..."
ham,Is ur paper in e morn or aft tmr?
ham,K go and sleep well. Take rest:-).
ham,Lol no. Just trying to make your day a little more interesting
ham,"Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But, its a miracle to Love a person who can't Love anyone except U... Gud nyt..."
ham,I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free
ham,I am waiting for your call sir.
ham,I'm still pretty weak today .. Bad day ?
ham,Great to hear you are settling well. So what's happenin wit ola?
ham,"(And my man carlos is definitely coming by mu tonight, no excuses)"
ham,Sorry me going home first... Daddy come fetch ü later...
spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU
ham,I to am looking forward to all the sex cuddling.. Only two more sleeps 
ham,Watching ajith film ah?
ham,Arun can u transfr me d amt
ham,Please sen :)my kind advice :-)please come here and try:-)
ham,"That's what I love to hear :V see you sundayish, then"
ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U"
ham,"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card"
ham,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost."
ham,Package all your programs well
ham,"Actually nvm, got hella cash, we still on for  &lt;#&gt; ish?"
ham,"A cute thought for friendship: ""Its not necessary to share every secret with ur close Frnd, but watever u shared should be true""...."
spam,88800 and 89034 are premium phone services call 08718711108
ham,K I'll be sure to get up before noon and see what's what
ham,So wat's da decision?
ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx
ham,This single single answers are we fighting? Plus i said am broke and you didnt reply
ham,i felt so...not any conveying reason.. Ese he... What about me?
ham,Big brother‘s really scraped the barrel with this shower of social misfits
spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs 
ham,how tall are you princess?
spam,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p
ham,Want to finally have lunch today?
ham,So u wan 2 come for our dinner tonight a not?
ham,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*"
ham,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already"
ham,Like a personal sized or what
ham,A guy who gets used but is too dumb to realize it.
ham,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx
ham,Ok... Thanx... Gd nite 2 ü too...
ham,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.
ham,"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later."
ham,Going to take your babe out ?
ham,"I can't right this second, gotta hit people up first"
ham,I wanted to ask ü to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.
ham,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..
ham,"Sorry pa, i dont knw who ru pa?"
ham,Please tell me you have some of that special stock you were talking about
spam,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec £1.50ea. OTBox 731 LA1 7WS. )"
ham,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday"
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago"
ham,U calling me right? Call my hand phone...
ham,I.ll get there tomorrow and send it to you
ham,He remains a bro amongst bros
ham,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
ham,"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea"
ham,Dear we are going to our rubber place
ham,Not able to do anything.
ham,"Hi elaine, is today's meeting confirmed?"
ham,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..
spam,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end
ham,Yo you around? A friend of mine's lookin to pick up later tonight
ham,Where r we meeting?
spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693
